# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios, products and interactions are fabricated. Not real banking data.
user_id,record_type,days_ago,product_id,purpose,amount,tenure,strategy,suitability,status,event_type,SYNTHETIC
syn-0336,RECOMMENDATION,526.6,BL-602,HOME,3362800.0,60,BORROW_100,0.744,RECOMMENDED,,TRUE
syn-0336,EVENT,526.52566139189,BL-602,,,,,,,ACCEPTED,TRUE
syn-0336,RECOMMENDATION,122.0,VL-201,VEHICLE,162900.0,84,BORROW_100,0.437,RECOMMENDED,,TRUE
syn-0336,EVENT,121.75526508089833,VL-201,,,,,,,DECLINED,TRUE
syn-0339,RECOMMENDATION,453.7,PL-402,HOME,2986100.0,12,BORROW_80_LIQUIDATE_20,0.718,RECOMMENDED,,TRUE
syn-0339,EVENT,453.38215659906524,PL-402,,,,,,,VIEWED,TRUE
syn-0339,RECOMMENDATION,197.6,BL-603,PERSONAL,291800.0,12,BORROW_80_LIQUIDATE_20,0.576,RECOMMENDED,,TRUE
syn-0339,EVENT,197.05780272286304,BL-603,,,,,,,DECLINED,TRUE
syn-0339,RECOMMENDATION,100.7,BL-602,EDUCATION,329900.0,24,BORROW_100,0.926,RECOMMENDED,,TRUE
syn-0339,EVENT,99.75889535371105,BL-602,,,,,,,VIEWED,TRUE
syn-0339,RECOMMENDATION,39.2,VL-201,VEHICLE,571600.0,24,BORROW_40_LIQUIDATE_60,0.617,RECOMMENDED,,TRUE
syn-0339,EVENT,38.55014676534148,VL-201,,,,,,,VIEWED,TRUE
syn-0347,RECOMMENDATION,128.3,VL-202,HOME,139000.0,24,BORROW_100,0.776,RECOMMENDED,,TRUE
syn-0347,EVENT,127.9328212612198,VL-202,,,,,,,VIEWED,TRUE
syn-0347,RECOMMENDATION,98.5,PL-401,VEHICLE,214600.0,120,BORROW_60_LIQUIDATE_40,0.675,RECOMMENDED,,TRUE
syn-0347,EVENT,98.36390486939668,PL-401,,,,,,,VIEWED,TRUE
syn-0347,RECOMMENDATION,78.0,EL-302,MEDICAL,509800.0,12,LIQUIDATE_100,0.631,RECOMMENDED,,TRUE
syn-0347,EVENT,77.20771650789258,EL-302,,,,,,,ACCEPTED,TRUE
syn-0348,RECOMMENDATION,223.3,EL-301,MEDICAL,102800.0,120,BORROW_100,0.447,RECOMMENDED,,TRUE
syn-0348,EVENT,222.32439582839842,EL-301,,,,,,,ACCEPTED,TRUE
syn-0348,RECOMMENDATION,293.6,VL-202,BUSINESS,4756700.0,48,BORROW_100,0.411,RECOMMENDED,,TRUE
syn-0348,EVENT,292.75317568315444,VL-202,,,,,,,VIEWED,TRUE
syn-0348,RECOMMENDATION,112.1,HL-102,PERSONAL,144100.0,84,BORROW_100,0.901,RECOMMENDED,,TRUE
syn-0348,EVENT,111.64401142054265,HL-102,,,,,,,DECLINED,TRUE
syn-0348,RECOMMENDATION,145.9,HL-102,EDUCATION,237000.0,24,BORROW_40_LIQUIDATE_60,0.858,RECOMMENDED,,TRUE
syn-0348,EVENT,145.24963056333047,HL-102,,,,,,,VIEWED,TRUE
syn-0348,RECOMMENDATION,179.9,EL-302,MEDICAL,1080400.0,84,BORROW_100,0.895,RECOMMENDED,,TRUE
syn-0348,EVENT,179.31833756438496,EL-302,,,,,,,VIEWED,TRUE
syn-0350,RECOMMENDATION,201.3,BL-601,VEHICLE,116400.0,36,BORROW_60_LIQUIDATE_40,0.633,RECOMMENDED,,TRUE
syn-0350,EVENT,200.7467968580544,BL-601,,,,,,,VIEWED,TRUE
syn-0350,RECOMMENDATION,9.6,VL-201,EDUCATION,401900.0,60,LIQUIDATE_100,0.685,RECOMMENDED,,TRUE
syn-0350,EVENT,9.130906967902867,VL-201,,,,,,,ACCEPTED,TRUE
syn-0350,RECOMMENDATION,239.6,BL-603,MEDICAL,382400.0,84,BORROW_100,0.683,RECOMMENDED,,TRUE
syn-0350,EVENT,238.7647487627704,BL-603,,,,,,,DECLINED,TRUE
syn-0352,RECOMMENDATION,66.6,HL-103,MEDICAL,140100.0,24,LIQUIDATE_100,0.841,RECOMMENDED,,TRUE
syn-0352,EVENT,66.51927273809528,HL-103,,,,,,,DECLINED,TRUE
syn-0352,RECOMMENDATION,368.9,HL-101,BUSINESS,1018000.0,120,BORROW_20_LIQUIDATE_80,0.606,RECOMMENDED,,TRUE
syn-0352,EVENT,368.16298911016514,HL-101,,,,,,,ACCEPTED,TRUE
syn-0354,RECOMMENDATION,155.2,VL-202,PERSONAL,1080600.0,48,BORROW_100,0.49,RECOMMENDED,,TRUE
syn-0354,EVENT,155.15145964349082,VL-202,,,,,,,VIEWED,TRUE
syn-0360,RECOMMENDATION,33.2,EL-301,HOME,4583900.0,84,BORROW_100,0.853,RECOMMENDED,,TRUE
syn-0360,EVENT,32.37413150661916,EL-301,,,,,,,DECLINED,TRUE
syn-0360,RECOMMENDATION,491.7,PL-402,MEDICAL,2629300.0,60,BORROW_80_LIQUIDATE_20,0.818,RECOMMENDED,,TRUE
syn-0360,EVENT,491.6046170320172,PL-402,,,,,,,VIEWED,TRUE
syn-0360,RECOMMENDATION,179.1,VL-202,EDUCATION,134100.0,48,BORROW_60_LIQUIDATE_40,0.549,RECOMMENDED,,TRUE
syn-0360,EVENT,178.92153478755063,VL-202,,,,,,,DECLINED,TRUE
syn-0365,RECOMMENDATION,532.1,BL-602,PERSONAL,788900.0,12,LIQUIDATE_100,0.862,RECOMMENDED,,TRUE
syn-0365,EVENT,532.0097494672918,BL-602,,,,,,,DECLINED,TRUE
syn-0365,RECOMMENDATION,334.6,PL-403,PERSONAL,218700.0,60,BORROW_20_LIQUIDATE_80,0.837,RECOMMENDED,,TRUE
syn-0365,EVENT,334.1173084813945,PL-403,,,,,,,ACCEPTED,TRUE
syn-0365,RECOMMENDATION,418.2,PL-403,MEDICAL,110700.0,36,BORROW_60_LIQUIDATE_40,0.305,RECOMMENDED,,TRUE
syn-0365,EVENT,417.8361837483952,PL-403,,,,,,,VIEWED,TRUE
syn-0365,RECOMMENDATION,270.4,ML-501,VEHICLE,184200.0,12,LIQUIDATE_100,0.632,RECOMMENDED,,TRUE
syn-0365,EVENT,269.56670117679454,ML-501,,,,,,,VIEWED,TRUE
syn-0365,RECOMMENDATION,78.1,ML-501,MEDICAL,2356000.0,48,BORROW_20_LIQUIDATE_80,0.511,RECOMMENDED,,TRUE
syn-0365,EVENT,77.86194913031963,ML-501,,,,,,,VIEWED,TRUE
syn-0366,RECOMMENDATION,85.2,BL-603,EDUCATION,2228200.0,60,BORROW_40_LIQUIDATE_60,0.697,RECOMMENDED,,TRUE
syn-0366,EVENT,84.88690898699802,BL-603,,,,,,,ACCEPTED,TRUE
syn-0366,RECOMMENDATION,245.4,EL-302,HOME,100300.0,36,BORROW_40_LIQUIDATE_60,0.367,RECOMMENDED,,TRUE
syn-0366,EVENT,244.81038870885817,EL-302,,,,,,,ACCEPTED,TRUE
syn-0366,RECOMMENDATION,372.0,ML-501,HOME,248600.0,24,BORROW_60_LIQUIDATE_40,0.79,RECOMMENDED,,TRUE
syn-0366,EVENT,371.4114512709246,ML-501,,,,,,,DECLINED,TRUE
syn-0368,RECOMMENDATION,79.1,HL-101,HOME,230000.0,84,BORROW_80_LIQUIDATE_20,0.798,RECOMMENDED,,TRUE
syn-0368,EVENT,78.23843824996555,HL-101,,,,,,,ACCEPTED,TRUE
syn-0368,RECOMMENDATION,302.0,VL-201,HOME,5231800.0,60,BORROW_40_LIQUIDATE_60,0.725,RECOMMENDED,,TRUE
syn-0368,EVENT,301.08563184814903,VL-201,,,,,,,ACCEPTED,TRUE
syn-0369,RECOMMENDATION,307.4,EL-302,EDUCATION,5771200.0,24,LIQUIDATE_100,0.404,RECOMMENDED,,TRUE
syn-0369,EVENT,307.1046823031696,EL-302,,,,,,,ACCEPTED,TRUE
syn-0369,RECOMMENDATION,324.8,HL-103,MEDICAL,5377300.0,36,LIQUIDATE_100,0.347,RECOMMENDED,,TRUE
syn-0369,EVENT,324.4507843965124,HL-103,,,,,,,DECLINED,TRUE
syn-0369,RECOMMENDATION,320.3,VL-202,EDUCATION,1697900.0,48,BORROW_60_LIQUIDATE_40,0.862,RECOMMENDED,,TRUE
syn-0369,EVENT,319.8745610076327,VL-202,,,,,,,ACCEPTED,TRUE
syn-0369,RECOMMENDATION,415.0,PL-403,MEDICAL,775900.0,84,BORROW_40_LIQUIDATE_60,0.699,RECOMMENDED,,TRUE
syn-0369,EVENT,414.5468906793037,PL-403,,,,,,,VIEWED,TRUE
syn-0371,RECOMMENDATION,312.5,HL-101,MEDICAL,1810600.0,120,BORROW_100,0.477,RECOMMENDED,,TRUE
syn-0371,EVENT,311.8320155222293,HL-101,,,,,,,VIEWED,TRUE
syn-0371,RECOMMENDATION,387.8,BL-601,EDUCATION,178900.0,48,BORROW_40_LIQUIDATE_60,0.582,RECOMMENDED,,TRUE
syn-0371,EVENT,386.854255428494,BL-601,,,,,,,VIEWED,TRUE
syn-0375,RECOMMENDATION,120.4,EL-301,MEDICAL,6239300.0,12,BORROW_100,0.551,RECOMMENDED,,TRUE
syn-0375,EVENT,120.1634874226249,EL-301,,,,,,,DECLINED,TRUE
syn-0375,RECOMMENDATION,154.2,HL-102,BUSINESS,5985700.0,24,BORROW_60_LIQUIDATE_40,0.359,RECOMMENDED,,TRUE
syn-0375,EVENT,154.04438680479265,HL-102,,,,,,,DECLINED,TRUE
syn-0375,RECOMMENDATION,448.8,PL-403,BUSINESS,769900.0,36,LIQUIDATE_100,0.8,RECOMMENDED,,TRUE
syn-0375,EVENT,448.4253516852472,PL-403,,,,,,,VIEWED,TRUE
syn-0376,RECOMMENDATION,311.1,HL-101,BUSINESS,5280100.0,120,BORROW_100,0.527,RECOMMENDED,,TRUE
syn-0376,EVENT,310.26851394072384,HL-101,,,,,,,DECLINED,TRUE
syn-0376,RECOMMENDATION,385.9,PL-401,PERSONAL,367400.0,60,BORROW_60_LIQUIDATE_40,0.631,RECOMMENDED,,TRUE
syn-0376,EVENT,385.03467812565617,PL-401,,,,,,,VIEWED,TRUE
syn-0380,RECOMMENDATION,77.4,HL-102,MEDICAL,124700.0,84,BORROW_100,0.649,RECOMMENDED,,TRUE
syn-0380,EVENT,76.67994140426,HL-102,,,,,,,DECLINED,TRUE
syn-0380,RECOMMENDATION,529.9,VL-201,PERSONAL,691500.0,12,BORROW_100,0.605,RECOMMENDED,,TRUE
syn-0380,EVENT,529.8317493497595,VL-201,,,,,,,ACCEPTED,TRUE
syn-0380,RECOMMENDATION,458.2,HL-103,EDUCATION,1744300.0,36,BORROW_100,0.479,RECOMMENDED,,TRUE
syn-0380,EVENT,458.1436281301589,HL-103,,,,,,,DECLINED,TRUE
syn-0380,RECOMMENDATION,485.8,EL-301,PERSONAL,722000.0,36,BORROW_40_LIQUIDATE_60,0.334,RECOMMENDED,,TRUE
syn-0380,EVENT,485.6634300418691,EL-301,,,,,,,VIEWED,TRUE
syn-0381,RECOMMENDATION,493.6,BL-601,VEHICLE,188600.0,36,BORROW_40_LIQUIDATE_60,0.321,RECOMMENDED,,TRUE
syn-0381,EVENT,492.80899578753804,BL-601,,,,,,,VIEWED,TRUE
syn-0381,RECOMMENDATION,171.2,BL-603,EDUCATION,1625300.0,48,LIQUIDATE_100,0.503,RECOMMENDED,,TRUE
syn-0381,EVENT,170.55186139814876,BL-603,,,,,,,VIEWED,TRUE
syn-0381,RECOMMENDATION,352.2,HL-101,HOME,156200.0,84,BORROW_80_LIQUIDATE_20,0.628,RECOMMENDED,,TRUE
syn-0381,EVENT,351.98795818457415,HL-101,,,,,,,VIEWED,TRUE
syn-0381,RECOMMENDATION,114.6,HL-102,MEDICAL,132900.0,12,BORROW_80_LIQUIDATE_20,0.591,RECOMMENDED,,TRUE
syn-0381,EVENT,114.05907997013665,HL-102,,,,,,,ACCEPTED,TRUE
syn-0383,RECOMMENDATION,289.9,BL-601,BUSINESS,2564200.0,24,BORROW_40_LIQUIDATE_60,0.921,RECOMMENDED,,TRUE
syn-0383,EVENT,289.16948094539424,BL-601,,,,,,,VIEWED,TRUE
syn-0383,RECOMMENDATION,275.0,VL-202,MEDICAL,314600.0,84,LIQUIDATE_100,0.39,RECOMMENDED,,TRUE
syn-0383,EVENT,274.50190282231233,VL-202,,,,,,,ACCEPTED,TRUE
syn-0386,RECOMMENDATION,271.3,BL-602,EDUCATION,110700.0,12,BORROW_60_LIQUIDATE_40,0.337,RECOMMENDED,,TRUE
syn-0386,EVENT,271.23390472271933,BL-602,,,,,,,VIEWED,TRUE
syn-0386,RECOMMENDATION,186.5,VL-202,PERSONAL,128500.0,120,BORROW_100,0.921,RECOMMENDED,,TRUE
syn-0386,EVENT,186.30641426343814,VL-202,,,,,,,VIEWED,TRUE
syn-0386,RECOMMENDATION,191.2,BL-601,HOME,841700.0,60,LIQUIDATE_100,0.66,RECOMMENDED,,TRUE
syn-0386,EVENT,191.0156347727544,BL-601,,,,,,,VIEWED,TRUE
syn-0388,RECOMMENDATION,36.4,HL-103,EDUCATION,799500.0,36,BORROW_40_LIQUIDATE_60,0.884,RECOMMENDED,,TRUE
syn-0388,EVENT,36.23737395263858,HL-103,,,,,,,VIEWED,TRUE
syn-0389,RECOMMENDATION,164.4,VL-201,BUSINESS,146900.0,120,BORROW_40_LIQUIDATE_60,0.542,RECOMMENDED,,TRUE
syn-0389,EVENT,164.01731724091704,VL-201,,,,,,,ACCEPTED,TRUE
syn-0389,RECOMMENDATION,42.2,VL-201,BUSINESS,2920000.0,60,BORROW_100,0.852,RECOMMENDED,,TRUE
syn-0389,EVENT,41.67088940630087,VL-201,,,,,,,VIEWED,TRUE
syn-0391,RECOMMENDATION,112.8,HL-103,BUSINESS,710400.0,84,BORROW_60_LIQUIDATE_40,0.535,RECOMMENDED,,TRUE
syn-0391,EVENT,111.89301658674668,HL-103,,,,,,,VIEWED,TRUE
syn-0391,RECOMMENDATION,488.9,VL-202,EDUCATION,2345000.0,84,BORROW_20_LIQUIDATE_80,0.714,RECOMMENDED,,TRUE
syn-0391,EVENT,488.25527501742283,VL-202,,,,,,,ACCEPTED,TRUE
syn-0392,RECOMMENDATION,539.7,ML-501,EDUCATION,3861200.0,24,BORROW_20_LIQUIDATE_80,0.32,RECOMMENDED,,TRUE
syn-0392,EVENT,539.51697175845,ML-501,,,,,,,ACCEPTED,TRUE
syn-0392,RECOMMENDATION,339.1,PL-403,BUSINESS,2206200.0,12,BORROW_80_LIQUIDATE_20,0.86,RECOMMENDED,,TRUE
syn-0392,EVENT,338.32143477437984,PL-403,,,,,,,VIEWED,TRUE
syn-0394,RECOMMENDATION,433.8,BL-602,MEDICAL,229600.0,24,BORROW_40_LIQUIDATE_60,0.872,RECOMMENDED,,TRUE
syn-0394,EVENT,433.75433926233603,BL-602,,,,,,,DECLINED,TRUE
syn-0394,RECOMMENDATION,386.3,EL-302,EDUCATION,625800.0,12,BORROW_20_LIQUIDATE_80,0.711,RECOMMENDED,,TRUE
syn-0394,EVENT,386.2904817098021,EL-302,,,,,,,VIEWED,TRUE
syn-0394,RECOMMENDATION,516.0,BL-603,VEHICLE,2857500.0,12,BORROW_80_LIQUIDATE_20,0.34,RECOMMENDED,,TRUE
syn-0394,EVENT,515.5811033304686,BL-603,,,,,,,VIEWED,TRUE
syn-0394,RECOMMENDATION,334.9,EL-301,BUSINESS,2152400.0,48,BORROW_20_LIQUIDATE_80,0.941,RECOMMENDED,,TRUE
syn-0394,EVENT,334.70231010281043,EL-301,,,,,,,VIEWED,TRUE
syn-0396,RECOMMENDATION,315.5,HL-101,BUSINESS,3282700.0,36,BORROW_60_LIQUIDATE_40,0.454,RECOMMENDED,,TRUE
syn-0396,EVENT,314.7792541670951,HL-101,,,,,,,ACCEPTED,TRUE
syn-0398,RECOMMENDATION,386.6,BL-601,PERSONAL,2784200.0,60,LIQUIDATE_100,0.318,RECOMMENDED,,TRUE
syn-0398,EVENT,385.93499716745544,BL-601,,,,,,,VIEWED,TRUE
syn-0398,RECOMMENDATION,288.7,VL-201,BUSINESS,1282800.0,84,BORROW_80_LIQUIDATE_20,0.737,RECOMMENDED,,TRUE
syn-0398,EVENT,288.5152023175526,VL-201,,,,,,,DECLINED,TRUE
